City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
304,Saint-Augustin,CA,2020-10-13 18:24:12,51.23,-58.65,50.22,48,0,13.11
305,Greeneville,US,2020-10-13 18:21:44,36.16,-82.83,66.0,68,75,6.93
306,Coahuayana,MX,2020-10-13 18:24:12,18.73,-103.68,84.2,74,40,2.8
307,Luderitz,NA,2020-10-13 18:24:13,-26.65,15.16,72.18,36,0,22.46
308,Omsukchan,RU,2020-10-13 18:24:13,62.53,155.8,31.6,97,100,7.23
309,Yeniseysk,RU,2020-10-13 18:24:13,58.45,92.17,34.25,97,100,3.33
310,Bambous Virieux,MU,2020-10-13 18:24:14,-20.34,57.76,75.0,88,40,9.17
311,Parelhas,BR,2020-10-13 18:24:14,-6.69,-36.66,96.91,20,10,17.83
312,Petropavlovsk-Kamchatskiy,RU,2020-10-13 18:24:14,53.05,158.65,48.2,81,75,15.66
313,Broken Hill,AU,2020-10-13 18:20:14,-31.95,141.43,68.0,42,6,8.05
314,Abdanan,IR,2020-10-13 18:24:15,32.99,47.42,62.13,26,0,3.83
315,Itoman,JP,2020-10-13 18:24:15,26.12,127.67,75.2,73,20,8.05
316,Mocuba,MZ,2020-10-13 18:24:15,-16.84,36.99,72.86,78,69,6.02
317,Sabha,LY,2020-10-13 18:24:16,27.04,14.43,80.67,29,0,7.47
318,Tautira,PF,2020-10-13 18:24:16,-17.73,-149.15,84.2,58,20,12.75
319,Sangareddi,IN,2020-10-13 18:24:16,17.63,78.09,72.0,84,100,3.0
320,Micheweni,TZ,2020-10-13 18:24:16,-4.97,39.83,80.08,82,9,9.06
321,Dong Hoi,VN,2020-10-13 18:24:17,17.48,106.6,75.7,89,100,12.84
322,Kalmar,SE,2020-10-13 18:24:17,56.66,16.36,48.99,76,85,5.82
323,Lavrentiya,RU,2020-10-13 18:24:17,65.58,-171.0,29.14,93,33,4.94
324,Calbuco,CL,2020-10-13 18:24:18,-41.77,-73.13,53.6,93,90,5.82
325,Florida,US,2020-10-13 18:20:22,28.75,-82.5,89.01,70,40,9.17
326,Inhambane,MZ,2020-10-13 18:24:18,-23.86,35.38,73.0,78,20,11.41
327,Tiksi,RU,2020-10-13 18:24:19,71.69,128.87,12.07,96,92,5.03
328,Yaan,NG,2020-10-13 18:24:19,7.38,8.57,77.34,87,43,5.28
329,Flinders,AU,2020-10-13 18:24:20,-34.58,150.86,60.01,80,57,8.66
330,Mnogovershinnyy,RU,2020-10-13 18:24:20,53.94,139.92,26.8,93,3,6.8
331,Schattdorf,CH,2020-10-13 18:24:20,46.87,8.65,46.4,75,75,4.7
332,Jalu,LY,2020-10-13 18:24:20,29.03,21.55,78.78,53,0,19.48
333,Dunedin,NZ,2020-10-13 18:22:35,-45.87,170.5,45.0,62,36,8.99
334,Peterhead,GB,2020-10-13 18:24:21,57.51,-1.8,52.0,87,20,5.82
335,Half Moon Bay,US,2020-10-13 18:24:21,37.46,-122.43,79.0,68,5,4.25
336,La Libertad,EC,2020-10-13 18:24:21,-2.23,-80.9,78.8,69,20,9.17
337,Sterling,US,2020-10-13 18:21:27,39.01,-77.43,71.6,56,75,13.87
338,Hamilton,US,2020-10-13 18:23:49,39.18,-84.53,69.01,37,1,5.82
339,Muros,ES,2020-10-13 18:24:22,42.78,-9.06,57.99,77,72,11.59
340,Srednekolymsk,RU,2020-10-13 18:24:22,67.45,153.68,36.57,79,98,9.62
341,San Rafael Del Sur,NI,2020-10-13 18:24:23,11.85,-86.44,89.6,62,40,9.17
342,Sassandra,CI,2020-10-13 18:24:23,4.95,-6.08,77.5,86,20,6.49
343,Ekibastuz,KZ,2020-10-13 18:20:37,51.67,75.37,49.68,79,83,5.88
344,Abha,SA,2020-10-13 18:19:35,18.22,42.51,64.4,77,1,4.7
345,Meulaboh,ID,2020-10-13 18:24:24,4.14,96.13,76.35,82,100,4.14
346,Kiknur,RU,2020-10-13 18:24:24,57.3,47.2,50.95,94,100,6.08
347,Adet,ET,2020-10-13 18:24:25,11.26,37.49,56.08,81,53,4.65
348,Chuy,UY,2020-10-13 18:24:25,-33.7,-53.46,65.03,69,61,7.65
349,Batemans Bay,AU,2020-10-13 18:24:25,-35.72,150.18,55.99,96,98,1.01
350,Chebenki,RU,2020-10-13 18:24:25,51.93,55.71,39.2,41,53,4.47
351,West Wendover,US,2020-10-13 18:24:26,40.74,-114.07,60.8,36,1,3.36
352,Tefe,BR,2020-10-13 18:24:26,-3.35,-64.71,93.2,59,40,8.05
353,Purpe,RU,2020-10-13 18:24:26,64.48,76.69,41.36,92,100,21.92
354,Havoysund,NO,2020-10-13 18:24:27,71.0,24.66,35.6,86,75,10.29
355,Krasnoselkup,RU,2020-10-13 18:20:13,65.7,82.47,34.12,97,100,18.03
356,Santiago Del Estero,AR,2020-10-13 18:24:27,-27.8,-64.26,91.54,21,0,12.06
357,Bonfim,BR,2020-10-13 18:24:28,3.08,-59.95,93.9,41,77,5.79
358,Majene,ID,2020-10-13 18:24:28,-3.54,118.97,79.11,81,85,7.63
359,Nha Trang,VN,2020-10-13 18:24:28,12.25,109.18,78.8,94,75,2.24
360,Belaya Gora,RU,2020-10-13 18:19:56,68.53,146.42,17.94,96,36,3.02
361,La Ronge,CA,2020-10-13 18:24:29,55.1,-105.28,33.8,64,75,24.16
362,Natalicio Talavera,PY,2020-10-13 18:24:29,-25.63,-56.3,99.97,20,66,3.15
363,Portland,US,2020-10-13 18:22:37,45.52,-122.68,61.0,87,90,4.7
364,Young,UY,2020-10-13 18:24:29,-32.68,-57.63,72.23,54,0,3.67
365,Grand Gaube,MU,2020-10-13 18:20:00,-20.01,57.66,75.0,80,20,5.99
366,Funadhoo,MV,2020-10-13 18:24:30,6.15,73.27,83.07,77,89,23.15
367,Torbay,CA,2020-10-13 18:24:30,47.67,-52.73,53.01,50,20,10.29
368,Mormugao,IN,2020-10-13 18:24:31,15.4,73.8,78.8,94,90,8.05
369,Muzhi,RU,2020-10-13 18:24:31,65.37,64.67,43.57,82,100,12.19
370,Namibe,AO,2020-10-13 18:24:31,-15.2,12.15,65.95,80,38,6.82
371,San Pedro,PH,2020-10-13 18:24:32,14.35,121.02,78.8,88,40,2.24
372,Soest,DE,2020-10-13 18:24:32,51.58,8.11,50.0,73,57,3.0
373,Chokurdakh,RU,2020-10-13 18:24:32,70.63,147.92,16.72,95,78,5.84
374,Yulara,AU,2020-10-13 18:24:33,-25.24,130.99,60.8,29,0,5.82
375,Severnoye,RU,2020-10-13 18:24:33,56.35,78.36,40.14,93,64,6.17
376,Gazanjyk,TM,2020-10-13 18:24:34,39.24,55.52,56.5,31,0,11.59
377,Poshekhonye,RU,2020-10-13 18:24:34,58.5,39.14,54.12,85,100,11.25
378,Naze,JP,2020-10-13 18:24:34,28.37,129.48,77.0,73,75,9.17
379,Kismayo,SO,2020-10-13 18:24:35,-0.36,42.55,79.45,78,15,15.14
380,Saint George,US,2020-10-13 18:24:35,37.1,-113.58,66.2,19,1,1.52
381,Westport,US,2020-10-13 18:24:35,41.14,-73.36,59.0,93,90,14.99
382,Cascais,PT,2020-10-13 18:23:11,38.7,-9.42,64.0,67,20,24.16
383,Misratah,LY,2020-10-13 18:21:06,32.38,15.09,71.26,54,0,19.24
384,Cap Malheureux,MU,2020-10-13 18:24:37,-19.98,57.61,75.0,80,19,5.99
385,Koygorodok,RU,2020-10-13 18:24:37,60.45,51.0,48.65,87,100,6.62
386,Katsuura,JP,2020-10-13 18:24:37,35.13,140.3,69.01,72,75,12.75
387,Uchaly,RU,2020-10-13 18:24:38,54.3,59.45,44.82,58,84,8.59
388,Leh,IN,2020-10-13 18:24:38,34.17,77.58,40.89,51,0,4.5
389,Stephenville,US,2020-10-13 18:24:38,32.22,-98.2,78.01,27,1,5.82
390,Sabang,ID,2020-10-13 18:24:39,5.89,95.32,82.87,73,95,12.53
391,Hasaki,JP,2020-10-13 18:24:39,35.73,140.83,63.0,93,75,5.82
392,Russell,US,2020-10-13 18:20:11,32.35,-85.2,84.2,58,40,8.05
393,Troitskoye,RU,2020-10-13 18:24:40,52.98,84.68,38.75,96,73,4.68
394,Buchanan,LR,2020-10-13 18:24:40,5.88,-10.05,78.8,88,75,11.41
395,Pangnirtung,CA,2020-10-13 18:24:40,66.15,-65.71,28.4,79,20,5.82
396,Lingao,CN,2020-10-13 18:24:41,19.91,109.69,79.21,86,100,34.78
397,Morris,US,2020-10-13 18:21:10,40.83,-74.53,61.0,93,96,3.0
398,Areosa,PT,2020-10-13 18:24:41,41.72,-8.86,63.0,76,39,17.22
399,Neuquen,AR,2020-10-13 18:24:42,-38.95,-68.06,86.0,16,0,11.41
400,Waingapu,ID,2020-10-13 18:24:42,-9.66,120.26,79.27,78,100,9.86
401,Ribeira Grande,PT,2020-10-13 18:24:42,38.52,-28.7,71.6,73,75,17.22
402,Kenai,US,2020-10-13 18:24:42,60.55,-151.26,42.01,86,90,6.93
403,Dabat,ET,2020-10-13 18:24:43,12.98,37.77,55.15,86,89,1.72
404,Vestmannaeyjar,IS,2020-10-13 18:24:43,63.44,-20.27,46.4,87,90,14.99
405,Xiongyue,CN,2020-10-13 18:24:44,40.18,122.12,46.45,47,94,15.01
406,Necochea,AR,2020-10-13 18:23:50,-38.55,-58.74,75.0,51,0,10.0
407,Kavieng,PG,2020-10-13 18:24:44,-2.57,150.8,80.56,85,100,9.62
408,Tual,ID,2020-10-13 18:19:57,-5.67,132.75,81.28,82,99,14.58
409,Bintulu,MY,2020-10-13 18:24:45,3.17,113.03,77.0,94,20,2.24
410,Marysville,US,2020-10-13 18:24:45,48.05,-122.18,61.0,87,90,3.36
411,Lanxi,CN,2020-10-13 18:24:45,29.22,119.48,63.03,85,45,3.83
412,Asau,RO,2020-10-13 18:24:46,46.43,26.4,54.0,90,90,6.64
413,Road Town,VG,2020-10-13 18:23:00,18.42,-64.62,87.8,74,40,5.82
414,Mosquera,CO,2020-10-13 18:23:00,4.71,-74.23,60.76,70,62,2.84
415,La Paz,BO,2020-10-13 18:20:05,-16.5,-68.15,55.4,30,75,14.99
416,Colares,PT,2020-10-13 18:21:21,38.8,-9.45,64.0,67,20,24.16
417,Tangjiazhuang,CN,2020-10-13 18:24:47,39.73,118.45,48.85,39,100,8.86
418,Sitka,US,2020-10-13 18:24:48,57.05,-135.33,44.6,81,20,5.82
419,Ribeira Brava,PT,2020-10-13 18:24:48,32.65,-17.07,72.0,68,40,12.75
420,Windsor,CA,2020-10-13 18:20:27,42.3,-83.02,66.99,36,75,10.29
421,Comodoro Rivadavia,AR,2020-10-13 18:24:49,-45.87,-67.5,73.4,18,90,32.21
422,Salinopolis,BR,2020-10-13 18:24:50,-0.61,-47.36,85.15,64,31,11.88
423,Valdivia,CL,2020-10-13 18:24:50,-39.81,-73.25,66.2,59,34,13.87
424,Oktyabrskoye,RU,2020-10-13 18:24:50,43.06,44.74,48.2,87,0,6.71
425,Kavaratti,IN,2020-10-13 18:24:51,10.57,72.64,81.72,78,100,18.57
426,Campbell River,CA,2020-10-13 18:24:51,50.02,-125.24,53.6,81,75,3.36
427,Pochutla,MX,2020-10-13 18:24:51,15.74,-96.47,91.99,52,20,4.65
428,Arona,ES,2020-10-13 18:24:51,28.1,-16.68,81.0,65,36,14.99
429,Maryville,US,2020-10-13 18:24:52,35.76,-83.97,69.01,56,20,3.36
430,Jacmel,HT,2020-10-13 18:24:52,18.23,-72.53,84.29,72,34,4.65
431,Ugoofaaru,MV,2020-10-13 18:24:53,5.67,73.0,82.96,77,88,23.15
432,Umm Lajj,SA,2020-10-13 18:24:53,25.02,37.27,84.72,48,0,6.89
433,Lompoc,US,2020-10-13 18:22:55,34.64,-120.46,82.4,34,1,3.36
434,Falconara Marittima,IT,2020-10-13 18:24:53,43.62,13.4,57.0,66,45,3.36
435,Rio Tuba,PH,2020-10-13 18:24:54,8.51,117.43,81.27,72,100,1.34
436,Catio,GW,2020-10-13 18:24:54,11.28,-15.25,78.13,86,63,7.63
437,Eberswalde,DE,2020-10-13 18:24:54,52.83,13.82,48.0,80,100,9.15
438,Pandan,PH,2020-10-13 18:24:54,14.05,124.17,80.22,86,98,14.61
439,Atar,MR,2020-10-13 18:24:55,20.52,-13.05,100.4,35,100,11.41
440,Roald,NO,2020-10-13 18:24:55,62.58,6.13,46.4,87,20,17.22
441,Tsuruoka,JP,2020-10-13 18:24:55,38.72,139.82,58.98,73,78,4.27
442,Marsa Matruh,EG,2020-10-13 18:24:56,31.35,27.25,78.8,57,0,6.93
443,Burns Lake,CA,2020-10-13 18:20:02,54.23,-125.75,37.42,76,100,4.56
444,Miri,MY,2020-10-13 18:24:56,4.41,114.01,77.0,100,40,6.93
445,Zihuatanejo,MX,2020-10-13 18:24:57,17.63,-101.55,93.2,56,20,5.82
446,Cidreira,BR,2020-10-13 18:24:57,-30.18,-50.21,67.05,64,16,10.94
447,Richards Bay,ZA,2020-10-13 18:24:57,-28.78,32.04,69.71,72,8,14.99
448,Joshimath,IN,2020-10-13 18:24:57,30.57,79.57,55.04,41,5,2.62
449,Damphu,BT,2020-10-13 18:24:57,27.07,90.11,65.3,73,0,4.43
450,Tazovskiy,RU,2020-10-13 18:24:58,67.47,78.7,36.75,92,100,21.16
451,Deputatskiy,RU,2020-10-13 18:24:58,69.3,139.9,11.8,96,100,2.62
452,Port Hardy,CA,2020-10-13 18:24:59,50.7,-127.42,44.6,93,90,8.05
453,Orlik,RU,2020-10-13 18:24:59,52.52,99.83,23.92,88,97,2.44
454,Brae,GB,2020-10-13 18:24:59,60.4,-1.35,50.0,81,40,18.34
455,Alofi,NU,2020-10-13 18:24:59,-19.06,-169.92,71.6,73,38,12.75
456,Akdepe,TM,2020-10-13 18:25:00,42.06,59.38,51.8,27,0,9.17
457,Mapiripan,CO,2020-10-13 18:25:00,2.89,-72.13,90.64,50,54,4.61
458,Fairbanks,US,2020-10-13 18:25:00,64.84,-147.72,27.0,58,90,4.7
459,Carayao,PY,2020-10-13 18:25:01,-25.18,-56.4,102.25,21,66,0.56
460,Hualmay,PE,2020-10-13 18:25:01,-11.1,-77.61,69.37,66,36,10.27
461,Saint-Leu,RE,2020-10-13 18:25:01,-21.15,55.28,73.4,78,9,3.36
462,San Cristobal,VE,2020-10-13 18:23:51,7.77,-72.22,79.83,55,70,7.2
463,Balabac,PH,2020-10-13 18:25:02,7.99,117.06,80.89,83,100,3.76
464,Eyl,SO,2020-10-13 18:25:02,7.98,49.82,80.08,81,16,14.27
465,Puerto Leguizamo,CO,2020-10-13 18:25:03,-0.19,-74.78,99.7,35,59,0.67
466,Santiago De Cao,PE,2020-10-13 18:25:03,-7.96,-79.24,64.4,82,20,11.41
467,Byron Bay,AU,2020-10-13 18:25:03,-28.65,153.62,55.4,93,42,5.82
468,Nyurba,RU,2020-10-13 18:25:04,63.28,118.33,18.88,97,63,2.68
469,Ponta Delgada,PT,2020-10-13 18:25:04,37.73,-25.67,69.8,73,75,12.75
470,Zyryanskoye,RU,2020-10-13 18:25:04,56.83,86.63,36.61,91,90,5.03
471,Pangoa,PE,2020-10-13 18:25:05,-12.12,-73.0,93.0,31,10,5.35
472,Saint-Pierre,RE,2020-10-13 18:25:05,-21.34,55.48,73.4,78,21,3.36
473,Mayachnyy,RU,2020-10-13 18:25:06,52.68,55.69,47.68,49,42,5.99
474,Paka,MY,2020-10-13 18:25:06,4.64,103.44,77.0,94,100,1.12
475,Minuri,PH,2020-10-13 18:25:07,16.54,121.86,72.21,88,75,0.83
476,Iranshahr,IR,2020-10-13 18:25:07,27.2,60.68,66.2,8,0,9.17
477,Rawah,IQ,2020-10-13 18:25:07,34.48,41.91,81.23,16,54,8.86
478,Sovetskiy,RU,2020-10-13 18:25:07,61.36,63.58,43.86,81,63,7.85
479,Ayagoz,KZ,2020-10-13 18:25:08,47.97,80.44,39.78,86,17,3.87
480,Margate,GB,2020-10-13 18:25:08,51.38,1.39,51.01,89,100,5.01
481,Tubmanburg,LR,2020-10-13 18:25:08,6.87,-10.82,73.56,94,99,0.87
482,Flin Flon,CA,2020-10-13 18:25:09,54.77,-101.86,35.6,69,90,18.34
483,Tongliao,CN,2020-10-13 18:25:09,43.61,122.27,32.25,73,0,7.85
484,Mao,ES,2020-10-13 18:25:09,39.89,4.27,64.4,63,20,1.12
485,Baruun-Urt,MN,2020-10-13 18:25:10,46.68,113.28,21.83,70,0,9.44
486,Mokrousovo,RU,2020-10-13 18:25:10,55.81,66.77,47.43,61,100,8.08
487,Bilma,NE,2020-10-13 18:25:10,18.69,12.92,90.5,14,48,4.7
488,Huarmey,PE,2020-10-13 18:25:10,-10.07,-78.15,69.91,66,48,10.42
489,Noumea,NC,2020-10-13 18:22:39,-22.28,166.46,69.8,94,90,2.24
490,Bermejo,AR,2020-10-13 18:25:11,-32.88,-68.8,87.8,9,0,10.29
491,Rio Grande,BR,2020-10-13 18:20:37,-32.03,-52.1,61.18,74,94,8.08
492,Singuilucan,MX,2020-10-13 18:25:11,19.97,-98.52,61.88,71,71,8.01
493,Iroquois Falls,CA,2020-10-13 18:25:12,48.77,-80.68,55.4,50,20,6.93
494,Oistins,BB,2020-10-13 18:25:08,13.07,-59.53,86.0,62,40,4.7
495,Visby,SE,2020-10-13 18:25:13,57.64,18.3,50.0,76,77,12.75
496,Iquitos,PE,2020-10-13 18:25:13,-3.75,-73.25,89.6,62,75,5.82
497,Gilgit,PK,2020-10-13 18:25:13,35.92,74.31,62.65,31,55,2.19
498,Kirakira,SB,2020-10-13 18:25:14,-10.45,161.92,79.0,79,100,4.72
499,Los Alamos,US,2020-10-13 18:25:14,35.89,-106.31,68.0,12,1,5.82
500,Walvis Bay,NA,2020-10-13 18:25:14,-22.96,14.51,59.0,77,20,8.05
501,Grindavik,IS,2020-10-13 18:25:14,63.84,-22.43,46.4,93,90,24.16
502,Gioia Tauro,IT,2020-10-13 18:25:15,38.42,15.9,60.01,76,75,5.82
503,Nome,US,2020-10-13 18:25:15,64.5,-165.41,21.2,79,1,3.94
504,Nago,JP,2020-10-13 18:25:16,26.59,127.98,71.6,88,90,4.7
505,Kajaani,FI,2020-10-13 18:25:16,64.23,27.73,42.8,87,90,9.17
506,San-Pedro,CI,2020-10-13 18:25:16,4.75,-6.64,77.79,85,19,5.39
507,Maple Creek,CA,2020-10-13 18:25:17,49.92,-109.48,47.84,47,70,7.9
508,Keskin,TR,2020-10-13 18:25:17,39.67,33.61,70.0,29,3,5.35
509,Cortez,US,2020-10-13 18:22:50,37.35,-108.59,70.0,18,1,11.41
510,Buckeye,US,2020-10-13 18:25:18,33.37,-112.58,91.99,17,1,12.75
511,Dudinka,RU,2020-10-13 18:25:18,69.41,86.18,26.6,100,75,22.37
512,Mackay,AU,2020-10-13 18:25:18,-21.15,149.2,71.6,78,40,17.22
513,Thohoyandou,ZA,2020-10-13 18:25:18,-22.95,30.48,72.09,42,1,3.78
514,Slave Lake,CA,2020-10-13 18:25:01,55.28,-114.77,37.4,81,75,6.93
515,Elko,US,2020-10-13 18:25:19,41.0,-115.5,70.0,20,1,6.93
516,Tagusao,PH,2020-10-13 18:25:19,9.19,117.81,80.29,76,100,3.65
517,Goba,ET,2020-10-13 18:25:19,7.02,39.98,51.19,85,83,3.83
518,General Pico,AR,2020-10-13 18:25:20,-35.66,-63.76,88.99,19,0,12.37
519,Lujan,AR,2020-10-13 18:25:20,-34.57,-59.1,80.01,35,0,9.17
520,Ruteng,ID,2020-10-13 18:25:20,-8.61,120.47,62.38,100,72,0.74
521,Mananara,MG,2020-10-13 18:25:20,-16.17,49.77,71.82,88,30,3.06
522,Biak,ID,2020-10-13 18:25:21,-0.91,122.88,77.68,77,82,5.84
523,Narbonne,FR,2020-10-13 18:25:21,43.08,2.83,59.0,35,36,8.01
524,Grajau,BR,2020-10-13 18:24:30,-5.82,-46.14,95.59,34,60,7.58
525,Vanimo,PG,2020-10-13 18:25:22,-2.67,141.3,78.84,83,44,2.62
526,College,US,2020-10-13 18:25:22,64.86,-147.8,24.8,53,75,9.17
527,Ixtapa,MX,2020-10-13 18:25:22,20.7,-105.2,89.6,59,75,4.14
528,Preobrazheniye,RU,2020-10-13 18:25:23,42.9,133.91,43.05,64,41,11.9
529,Silver City,US,2020-10-13 18:25:23,32.77,-108.28,80.6,13,1,4.29
530,Lyngseidet,NO,2020-10-13 18:25:23,69.58,20.22,39.2,93,40,3.36
531,Vranje,RS,2020-10-13 18:25:24,42.55,21.9,53.01,67,52,4.0
532,Tecoanapa,MX,2020-10-13 18:25:24,16.52,-98.75,87.13,64,66,6.26
533,San Patricio,US,2020-10-13 18:25:24,28.02,-97.52,89.01,55,40,5.82
534,Teahupoo,PF,2020-10-13 18:25:24,-17.83,-149.27,84.2,58,20,12.75
535,Palmer,US,2020-10-13 18:25:25,42.16,-72.33,53.01,95,100,1.01
536,Sokolow Podlaski,PL,2020-10-13 18:25:25,52.41,22.25,48.0,92,100,18.92
537,Sao Joao Da Barra,BR,2020-10-13 18:25:26,-21.64,-41.05,80.6,65,20,20.8
538,Amapa,BR,2020-10-13 18:25:26,1.0,-52.0,96.76,27,65,6.31
539,Makakilo City,US,2020-10-13 18:25:26,21.35,-158.09,80.6,74,20,4.7
540,Pitea,SE,2020-10-13 18:25:26,65.32,21.48,37.4,88,1,8.05
541,Kyren,RU,2020-10-13 18:25:27,51.68,102.14,29.28,79,89,1.12
542,Hambantota,LK,2020-10-13 18:25:27,6.12,81.12,75.2,100,20,9.17
543,Carauari,BR,2020-10-13 18:25:27,-4.88,-66.9,95.11,40,84,3.42
544,Chernoistochinsk,RU,2020-10-13 18:25:27,57.74,59.87,45.93,79,28,11.9
545,Lata,PT,2020-10-13 18:25:28,40.16,-8.33,61.0,80,18,8.99
546,Erenhot,CN,2020-10-13 18:25:28,43.65,111.98,32.67,65,24,7.67
547,Iberia,US,2020-10-13 18:25:28,29.95,-91.75,84.2,57,1,5.82
548,Chiang Rai,TH,2020-10-13 18:25:28,19.92,99.92,72.0,100,20,2.24
549,Itapaci,BR,2020-10-13 18:25:29,-14.95,-49.55,95.22,27,54,5.35
550,Okhotsk,RU,2020-10-13 18:25:29,59.38,143.3,47.12,82,100,16.35
551,San Quintin,MX,2020-10-13 18:25:29,30.48,-115.95,87.98,25,0,7.74
552,Campana,AR,2020-10-13 18:25:30,-34.17,-58.96,77.0,35,0,9.17
553,Dakar,SN,2020-10-13 18:25:30,14.69,-17.44,82.4,78,20,6.93
554,Katobu,ID,2020-10-13 18:25:30,-4.94,122.53,75.27,87,95,1.97
555,Buraydah,SA,2020-10-13 18:25:30,26.33,43.98,77.0,22,0,3.36
556,Toora-Khem,RU,2020-10-13 18:25:31,52.47,96.11,30.7,93,100,1.39
557,Fare,PF,2020-10-13 18:25:31,-16.7,-151.02,78.48,76,0,13.29
558,Baykit,RU,2020-10-13 18:25:31,61.67,96.37,25.05,95,46,1.39
559,Nishihara,JP,2020-10-13 18:25:31,26.18,127.76,75.2,83,75,4.7
560,Iralaya,HN,2020-10-13 18:25:32,15.0,-83.23,84.67,78,100,9.13
561,Aljezur,PT,2020-10-13 18:25:32,37.32,-8.8,63.0,85,13,13.11
562,Tailai,CN,2020-10-13 18:25:32,46.38,123.4,31.06,81,0,11.88
563,Kurchum,KZ,2020-10-13 18:25:33,48.57,83.65,45.18,85,99,1.95
564,Mariakani,KE,2020-10-13 18:25:33,-3.86,39.47,82.4,78,40,6.93
565,Okha,RU,2020-10-13 18:25:34,53.57,142.95,35.56,80,8,12.97
566,Paralimni,CY,2020-10-13 18:25:34,35.04,33.98,75.2,69,20,11.41
